|  Outcome selected for analysis   |           1            |           1            |           1           |           1            |           1            |           1            |           1            |          1           |          1           |           1            |           1            |          1           |           1            |          1           |           1           |          1           |          1           |          1           |           1           |           1           |           1           |          1           |          1           |          1           |           1            |          1           |           1           |          1           |          1           |          1           |          1           |           1           |           1           |          1           |           1           |           1            |           1            |           1            |           1            |           1           |           1           |           1            |           1            |           1           |           1           |          1           |           1           |          1           |           1           |          1           |          1           |           1           |          1           |           1           |          1           |          1           |          1           |          1           |           1           |
|   Phi Correlation Coefficient    |   0.2846520432287211   |   0.3053826996714013   |  0.19540168418367887  |  0.10540925533894598   |  0.16358257627039396   |  0.013961796943056486  |   0.4830458915396479   |  0.4043094897057989  | 0.22596922689443355  |  0.018077538151554693  |  0.009183398564392936  | 0.22596922689443355  |  0.07017011142797996   | 0.20203476841664456  |  0.14615135554841693  | 0.21805687350848868  | 0.19540168418367887  | 0.19540168418367887  |   0.1254905911818141  |  0.08839599998785473  |  0.08839599998785473  | 0.30240736837950305  | 0.12100224017315644  |  0.3350831266333563  |  0.013961796943056486  | 0.11952286093343938  |  0.052923774675715705 |  0.3145851948156145  | 0.16358257627039396  |  0.2065932622669707  |  0.3145851948156145  |  0.12100224017315644  |  0.05773502691896257  |  0.3145851948156145  |  0.13863339864267635  |  0.022936745106799147  |  0.07045268502383473   |  0.24512259195162955   |  0.24512259195162955   |  0.30243302521482096  |  0.10927476026647606  |   0.1860182372854463   |  0.21466262799949395   |  0.09424212936563149  |  0.054194373095257514 | 0.19540168418367887  |  0.10540925533894598  | 0.16358257627039396  |   0.4830458915396479  | 0.13006504879066058  | 0.13006504879066058  |  0.08138962667412648  |  0.2074364287612964  |  0.06285952386705951  |  0.3849001794597505  | 0.26841723041272075  |  0.2503652302896944  | 0.42052598643027744  |  0.11470786693528087  |
|          Ralambondrainy          |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.13043478260869565   |  0.043478260869565216  |  0.13043478260869565   |          0.0           | 0.021739130434782608 | 0.043478260869565216 |  0.08695652173913043   |  0.08695652173913043   | 0.043478260869565216 |  0.06521739130434782   | 0.043478260869565216 |  0.06521739130434782  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216 |  0.06521739130434782  |  0.06521739130434782  | 0.021739130434782608 | 0.06521739130434782  | 0.021739130434782608 |  0.13043478260869565   | 0.043478260869565216 |  0.06521739130434782  | 0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.021739130434782608 |  0.15217391304347827  |  0.08695652173913043  | 0.021739130434782608 |  0.06521739130434782  |  0.10869565217391304   |  0.06521739130434782   |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216 |  0.13043478260869565   |  0.021739130434782608  |  0.043478260869565216 |  0.043478260869565216 | 0.043478260869565216 |  0.13043478260869565  | 0.043478260869565216 |          0.0          | 0.043478260869565216 | 0.043478260869565216 |  0.06521739130434782  | 0.06521739130434782  |  0.043478260869565216 |         0.0          | 0.021739130434782608 | 0.021739130434782608 |         0.0          |  0.10869565217391304  |
| Relative Linkage Disequilibrium  |   0.9996707276918011   |   0.9996939087848179   |   0.9994826694257631  |   0.9981132075471698   |   0.9993610223642173   |   0.9857142857142857   |          1.0           |  0.9998843796970748  |  0.9995654063450674  |   0.9892473118279569   |   0.9583333333333334   |  0.9995654063450674  |   0.9978308026030369   |  0.9995061728395062  |   0.9978308026030368  |  0.9995425434583715  |  0.9994826694257631  |  0.9994826694257631  |   0.9991482112436116  |   0.9982866933181038  |   0.9982866933181038  |   0.99983280387895   |  0.9987473903966596  |  0.9998490566037735  |   0.9857142857142857   |  0.9990950226244344  |   0.9970443349753695  |  0.9998377939983779  |  0.9993610223642173  |  0.9995061728395062  |  0.9998377939983779  |   0.9987473903966596  |   0.9945945945945946  |  0.9998377939983779  |   0.997289972899729   |   0.9892473118279571   |   0.9958368026644463   |   0.9997782213351075   |   0.9997782213351075   |   0.9998261171970092  |   0.9989898989898991  |   0.9991645781119466   |   0.9997349589186324   |   0.9987937273823885  |   0.9978308026030368  |  0.9994826694257631  |   0.9981132075471698  |  0.9993610223642173  |          1.0          |  0.9991645781119466  |  0.9991645781119466  |   0.9956709956709957  |  0.9983558040118383  |   0.9935205183585313  |         1.0          |  0.9997949559155218  |  0.9997782213351075  |         1.0          |   0.9985842378480414  |
|          Relative Risk           |   1.5238095238095237   |   1.6425339366515843   |   1.3636363636363638  |   0.7578947368421053   |   1.3090909090909093   |   0.9600000000000002   |   2.4000000000000004   |  1.9038461538461542  |  1.4166666666666667  |   1.0303030303030303   |   0.9855072463768115   |  1.4166666666666667  |   1.108695652173913    |  1.3492063492063493  |   0.8484848484848484  |  1.4318181818181819  |  1.3636363636363638  |  1.3636363636363638  |   1.1931818181818183  |   1.1570247933884297  |   1.1570247933884297  |  1.590909090909091   |  1.2600000000000002  |         1.8          |   0.9600000000000002   |  1.2000000000000002  |   1.0956521739130436  |  1.7052631578947368  |  1.3090909090909093  |  1.4400000000000004  |  1.7052631578947368  |         0.675         |          0.9          |  1.7052631578947368  |   0.8400000000000002  |   0.9473684210526315   |   0.8796296296296295   |   1.4949494949494948   |   1.4949494949494948   |   1.7309941520467835  |   1.1990740740740742  |   0.5873015873015873   |   1.4456521739130437   |         1.1875        |   1.0961538461538463  |  1.3636363636363638  |   0.7578947368421053  |  1.3090909090909093  |   2.4000000000000004  |  1.251207729468599   |  1.251207729468599   |   0.8809523809523808  |  0.7708333333333334  |   0.9193548387096775  |         2.0          |  1.6625000000000003  |  1.5833333333333337  |  2.235294117647059   |         0.7125        |
|        Rule Power Factor         |  0.22360248447204967   |  0.20234113712374585   |  0.16007905138339923  |  0.034782608695652174  |   0.1391304347826087   |  0.034782608695652174  |  0.21739130434782608   |  0.2408026755852843  | 0.18115942028985507  |  0.11594202898550723   |  0.11594202898550723   | 0.18115942028985507  |  0.14673913043478262   | 0.18115942028985507  |  0.12648221343873517  | 0.16007905138339923  | 0.16007905138339923  | 0.16007905138339923  |  0.16007905138339923  |  0.12648221343873517  |  0.12648221343873517  |  0.1976284584980237  | 0.10652173913043479  | 0.17608695652173917  |  0.034782608695652174  |  0.1391304347826087  |  0.10652173913043479  | 0.17608695652173917  |  0.1391304347826087  |  0.1391304347826087  | 0.17608695652173917  |  0.01956521739130435  |   0.0782608695652174  | 0.17608695652173917  |  0.10652173913043479  |  0.05434782608695652   |  0.06793478260869565   |  0.15458937198067632   |  0.15458937198067632   |  0.15458937198067632  |  0.11835748792270533  |  0.021739130434782608  |   0.1331521739130435   |  0.09782608695652174  |  0.09782608695652174  | 0.16007905138339923  |  0.034782608695652174 |  0.1391304347826087  |  0.21739130434782608  | 0.11835748792270533  | 0.11835748792270533  |  0.08695652173913043  | 0.08695652173913043  |  0.09782608695652174  | 0.17391304347826086  |  0.1331521739130435  |  0.1331521739130435  | 0.17391304347826086  |  0.024456521739130436 |
|         Sebag-Schoenauer         |          6.0           |          5.5           |          4.5          |   0.6666666666666666   |          4.0           |   0.6666666666666666   |          inf           |         12.0         |         5.0          |          2.0           |          2.0           |         5.0          |          3.0           |         5.0          |   2.6666666666666665  |         4.5          |         4.5          |         4.5          |          4.5          |   2.6666666666666665  |   2.6666666666666665  |         10.0         |  2.3333333333333335  |         9.0          |   0.6666666666666666   |         4.0          |   2.3333333333333335  |         9.0          |         4.0          |         4.0          |         9.0          |  0.42857142857142855  |          1.5          |         9.0          |   2.3333333333333335  |          1.0           |   1.6666666666666667   |          8.0           |          8.0           |          8.0          |   3.5000000000000004  |          0.5           |   7.000000000000001    |          3.0          |          3.0          |         4.5          |   0.6666666666666666  |         4.0          |          inf          |  3.5000000000000004  |  3.5000000000000004  |          2.0          |         2.0          |          3.0          |         inf          |  7.000000000000001   |  7.000000000000001   |         inf          |          0.6          |
|              Yule Q              |   0.6470588235294119   |   0.6761904761904762   |          0.5          |  -0.25274725274725285  |  0.43589743589743596   |  -0.03448275862068965  |          1.0           |  0.8545454545454545  |  0.5555555555555556  |  0.043478260869565154  |  -0.02222222222222219  |  0.5555555555555556  |   0.1785714285714286   |  0.5116279069767441  |  -0.3846153846153846  |  0.5428571428571428  |         0.5          |         0.5          |   0.3469387755102042  |   0.2235294117647059  |   0.2235294117647059  |  0.7647058823529412  |  0.3023255813953488  |         0.8          |  -0.03448275862068965  |  0.3333333333333333  |  0.13750000000000004  |  0.7790697674418604  | 0.43589743589743596  |  0.5238095238095237  |  0.7790697674418604  |  -0.3023255813953488  |  -0.14285714285714282 |  0.7790697674418604  |  -0.36363636363636354 |  -0.0555555555555556   |  -0.1911764705882354   |   0.6901408450704225   |   0.6901408450704225   |   0.7668711656441717  |  0.30935251798561153  |  -0.4482758620689654   |        0.640625        |   0.2727272727272728  |  0.16129032258064516  |         0.5          |  -0.25274725274725285 | 0.43589743589743596  |          1.0          | 0.36111111111111116  | 0.36111111111111116  |  -0.2173913043478261  | -0.5238095238095237  |  -0.19230769230769224 |         1.0          |  0.726027397260274   |         0.7          |         1.0          |  -0.2987012987012987  |
|              Yule Y              |   0.3671380548349345   |  0.38934762784148086   |   0.2679491924311227  |  -0.12845900816432376  |   0.2294201441430301   | -0.017246507621122797  |          1.0           |  0.5624316231027362  | 0.30333704529042343  |  0.021749413847885337  | -0.011112483192029945  | 0.30333704529042343  |   0.0900090744176357   | 0.27518607255353034  |  -0.19999999999999993 |  0.2950591098211507  |  0.2679491924311227  |  0.2679491924311227  |  0.17902934280563362  |  0.11319680479832016  |  0.11319680479832016  |  0.4650422192228214  |  0.154784379704739   |  0.5000000000000001  | -0.017246507621122797  |  0.1715728752538099  |  0.06907805976089772  |  0.4788566825845628  |  0.2294201441430301  | 0.28285965272742564  |  0.4788566825845628  |   -0.154784379704739  |  -0.07179676972449078 |  0.4788566825845628  |  -0.18826230851010037 | -0.027799244388571516  |  -0.09647797047223333  |   0.4003891772518261   |   0.4003891772518261   |   0.4670914028401907  |  0.15856527593333847  |  -0.2366951697206584   |   0.3623744024092083   |  0.13899825191387927  |  0.08117658368865827  |  0.2679491924311227  |  -0.12845900816432376 |  0.2294201441430301  |          1.0          | 0.18685994898545874  | 0.18685994898545874  |  -0.11001113587127034 | -0.28285965272742564 |  -0.09705967113077053 |         1.0          | 0.43019619637651824  | 0.40836736735102147  |         1.0          |  -0.15283946593498507 |
|         Weighted Support         |  0.30434782608695654   |   0.2826086956521739   |   0.2391304347826087  |  0.21739130434782608   |  0.21739130434782608   |  0.21739130434782608   |  0.21739130434782608   |  0.2826086956521739  |  0.2608695652173913  |   0.2608695652173913   |   0.2608695652173913   |  0.2608695652173913  |   0.2608695652173913   |  0.2608695652173913  |   0.2391304347826087  |  0.2391304347826087  |  0.2391304347826087  |  0.2391304347826087  |   0.2391304347826087  |   0.2391304347826087  |   0.2391304347826087  |  0.2391304347826087  | 0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608   | 0.21739130434782608  |  0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.21739130434782608   |  0.17391304347826086   |   0.1956521739130435   |   0.1956521739130435   |   0.1956521739130435  |   0.1956521739130435  |   0.1956521739130435   |  0.17391304347826086   |  0.17391304347826086  |  0.17391304347826086  |  0.2391304347826087  |  0.21739130434782608  | 0.21739130434782608  |  0.21739130434782608  |  0.1956521739130435  |  0.1956521739130435  |   0.1956521739130435  |  0.1956521739130435  |  0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  | 0.17391304347826086  |  0.17391304347826086  |
|      Weighted Rule Support       |   0.2608695652173913   |   0.2391304347826087   |   0.1956521739130435  |  0.08695652173913043   |  0.17391304347826086   |  0.08695652173913043   |  0.21739130434782608   |  0.2608695652173913  | 0.21739130434782608  |  0.17391304347826086   |  0.17391304347826086   | 0.21739130434782608  |   0.1956521739130435   | 0.21739130434782608  |  0.17391304347826086  |  0.1956521739130435  |  0.1956521739130435  |  0.1956521739130435  |   0.1956521739130435  |  0.17391304347826086  |  0.17391304347826086  | 0.21739130434782608  | 0.15217391304347827  |  0.1956521739130435  |  0.08695652173913043   | 0.17391304347826086  |  0.15217391304347827  |  0.1956521739130435  | 0.17391304347826086  | 0.17391304347826086  |  0.1956521739130435  |  0.06521739130434782  |  0.13043478260869565  |  0.1956521739130435  |  0.15217391304347827  |  0.10869565217391304   |  0.10869565217391304   |  0.17391304347826086   |  0.17391304347826086   |  0.17391304347826086  |  0.15217391304347827  |  0.06521739130434782   |  0.15217391304347827   |  0.13043478260869565  |  0.13043478260869565  |  0.1956521739130435  |  0.08695652173913043  | 0.17391304347826086  |  0.21739130434782608  | 0.15217391304347827  | 0.15217391304347827  |  0.13043478260869565  | 0.13043478260869565  |  0.13043478260869565  | 0.17391304347826086  | 0.15217391304347827  | 0.15217391304347827  | 0.17391304347826086  |  0.06521739130434782  |
|       Weighted Confidence        |   0.8571428571428571   |   0.8461538461538463   |   0.8181818181818182  |          0.4           |          0.8           |          0.4           |          1.0           |  0.9230769230769231  |  0.8333333333333334  |   0.6666666666666666   |   0.6666666666666666   |  0.8333333333333334  |          0.75          |  0.8333333333333334  |   0.7272727272727272  |  0.8181818181818182  |  0.8181818181818182  |  0.8181818181818182  |   0.8181818181818182  |   0.7272727272727272  |   0.7272727272727272  |  0.9090909090909091  |  0.7000000000000001  |         0.9          |          0.4           |         0.8          |   0.7000000000000001  |         0.9          |         0.8          |         0.8          |         0.9          |          0.3          |          0.6          |         0.9          |   0.7000000000000001  |          0.5           |         0.625          |   0.8888888888888888   |   0.8888888888888888   |   0.8888888888888888  |   0.7777777777777778  |   0.3333333333333333   |   0.8750000000000001   |          0.75         |          0.75         |  0.8181818181818182  |          0.4          |         0.8          |          1.0          |  0.7777777777777778  |  0.7777777777777778  |   0.6666666666666666  |  0.6666666666666666  |          0.75         |         1.0          |  0.8750000000000001  |  0.8750000000000001  |         1.0          |         0.375         |
|          Weighted Lift           |   1.3142857142857143   |    1.39010989010989    |   1.2545454545454544  |          0.8           |   1.2266666666666668   |   0.968421052631579    |          1.84          |  1.5164835164835164  |  1.277777777777778   |   1.0222222222222224   |   0.989247311827957    |  1.277777777777778   |   1.0781250000000002   |  1.2365591397849462  |   0.8803827751196172  |  1.2978056426332287  |  1.2545454545454544  |  1.2545454545454544  |   1.140495867768595   |   1.115151515151515   |   1.115151515151515   |  1.3939393939393938  |  1.1925925925925926  |  1.5333333333333334  |   0.968421052631579    |         1.15         |   1.0733333333333335  |  1.4785714285714284  |  1.2266666666666668  |  1.314285714285714   |  1.4785714285714284  |   0.7263157894736842  |          0.92         |  1.4785714285714284  |   0.8702702702702703  |   0.9583333333333333   |       0.8984375        |   1.362962962962963    |   1.362962962962963    |   1.5144032921810697  |   1.1541218637992832  |   0.6388888888888888   |   1.3416666666666668   |          1.15         |        1.078125       |  1.2545454545454544  |          0.8          |  1.2266666666666668  |          1.84         |  1.1925925925925926  |  1.1925925925925926  |   0.9019607843137255  |  0.807017543859649   |   0.9324324324324323  |  1.7037037037037035  |  1.4907407407407407  |  1.4375000000000002  |  1.8400000000000003  |          0.75         |
|     Statistical Significance     | 2.486776741974889e-22  | 6.673885553261022e-14  | 2.636437882136285e-12 | 8.645488234574563e-05  | 0.00012900701772703254 | 0.00014206495361291784 | 0.00012900701772703254 | 0.028906693711652737 | 0.034152581841358574 |  0.03696853199480488   |  0.05616551825147093   | 0.03696853199480488  | 0.0015853310470126485  | 0.15365957977368763  |  0.03201350714376356  | 0.13486420184353348  |  0.0639669812162512  | 0.09821575648998748  |   0.2038045726742631  |  0.020380732538517875 |  0.17827356782188405  | 0.09436117893852618  | 0.08841344845229876  | 0.04251549399687995  |  0.08841344845229876   | 0.08841344845229876  |  0.08841344845229876  | 0.08465291959340143  | 0.20873564773067615  |  0.2118091789158683  |  0.2118091789158683  |  0.08841344845229876  |  0.22747304042055552  | 0.11990291518463034  |  0.04251549399687995  |   0.2118091789158683   | 7.915550760172366e-10  | 1.4809915419247882e-08 |  0.00012575071858045   |  0.00012575071858045  | 4.226767788394111e-05 | 0.0008901147404180047  | 0.0005936445944080001  | 0.0019062647630803374 | 0.0007002349983367375 |  0.0639669812162512  |  0.16247267253776274  | 0.11314214843918209  |  0.11314214843918209  | 0.18821765626293507  | 0.18821765626293507  |  0.11515489692645627  | 0.19745195601455087  |  0.19738229108752764  | 0.15116816774809186  | 0.19738229108752764  | 0.15116816774809186  | 0.11367900096402594  |  0.19738229108752764  |
|           FleBiC Score           | 1.4406473927816305e-22 | 4.3431551780883555e-14 | 8.786854825777532e-13 | 1.4979209145340708e-05 | 3.443192943350753e-05  | 1.558056567272153e-05  | 0.00018891811130819852 | 0.030562433971136116 | 0.013852820846691871 |  0.004087219166517313  |  0.006138143707565189  | 0.014995014229613999 | 0.00021877482267192955 | 0.05322873696066331  | 0.0074907441986568745 | 0.051922537151480326 | 0.021164776480029457 |  0.0324966802153777  |   0.0410322558037463  | 0.0031450582891683282 |  0.027510334143200643 | 0.06040590375324475  | 0.017090993973335206 | 0.032324438234066645 |  0.009489271950905752  |  0.0170264286455372  |  0.011060252199067104 |  0.0578426861919378  | 0.05522224966287275  | 0.07551397691789065  | 0.14472757617160287  |  0.01685895641784121  |  0.029022445632908057 |   0.08192873594715   |  0.009405770895848566 |  0.023324980687838004  | 1.1435024594467111e-10 | 6.814803629891702e-09  | 5.7918951192558316e-05 | 8.072411321529098e-05 | 7.651893556475614e-06 | 0.00027520505533783424 | 0.00022518632653843344 | 0.0003106847187486472 |  9.0207363073578e-05  | 0.021164776480029457 |  0.027769288004057896 | 0.029932424271698132 |  0.16542039096861516  | 0.03903189350840969  | 0.03903189350840969  |  0.016995442429917965 | 0.07090986096906417  |  0.026272534425699687 | 0.14643971380224005  | 0.10401498180818704  | 0.07148232093133725  | 0.12898397263302896  |  0.03605482159461772  |
+----------------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+----------------------+----------------------+------------------------+------------------------+----------------------+------------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+------------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+----------------------+-----------------------+----------------------+-----------------------+----------------------+----------------------+-----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+
