|  Outcome selected for analysis   |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1           |           1            |           1           |           1            |           1           |           1            |          1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |          1           |          1           |           1           |          1           |           1           |          1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |           1            |           1            |           1           |           1           |           1            |           1            |           1            |           1           |           1           |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1           |           1            |           1            |           1           |           1           |           1           |           1           |           1           |           1           |           1           |           1            |           1           |          1           |           1           |           1           |           1           |           1            |          1           |           1           |           1           |           1            |          1           |           1            |           1           |          1           |           1           |           1           |           1            |           1            |           1           |           1           |           1            |           1           |           1           |           1           |          1           |          1           |           1           |          1           |           1           |           1           |           1           |           1           |
| Descriptive Confirmed Confidence |   0.6666666666666667   |   0.6000000000000001   |          1.0           |          1.0           |   0.4285714285714285   |  -0.4285714285714285   |  -0.14285714285714285  |  -0.3333333333333333  |          0.5           |          1.0          |          0.5           |          0.5          |          0.5           |  0.6000000000000001  |   0.6000000000000001  |   0.6000000000000001  |   0.6000000000000001  |         1.0          |   0.6000000000000001  |          0.5          |          0.5          |          0.5          |          0.5          |         1.0          |          0.5          |          0.5          |          0.5          |         1.0          |         1.0          |          0.5          |         1.0          |          0.5          |         0.0          |          0.5          |          0.5          |          0.5          |         1.0          |          0.5          |          0.5          |          0.0          |   0.6666666666666667   |          1.0           |          1.0          |   0.6000000000000001  |          0.5           |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333  |  -0.3333333333333333  |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333   |  -0.3333333333333333   |   0.3333333333333333   |  -0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333   |          1.0           |          1.0          |   0.3333333333333333   |   0.3333333333333333   |   0.6000000000000001  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |  -0.3333333333333333  |  -0.3333333333333333  |  -0.3333333333333333   |          1.0          |         1.0          |   0.3333333333333333  |          1.0          |   0.3333333333333333  |   0.3333333333333333   |         1.0          |   0.3333333333333333  |          1.0          |   0.3333333333333333   |         1.0          |   0.3333333333333333   |   0.3333333333333333  |         1.0          |  -0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333   |   0.3333333333333333  |  -0.3333333333333333  |   0.3333333333333333  |         1.0          |         1.0          |   0.3333333333333333  |         1.0          |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |
|    Difference of Proportions     |   0.2833333333333333   |  -0.07804878048780495  |   0.7857142857142857   |   0.4285714285714286   |  0.07326007326007322   |  -0.20146520146520147  |  0.018315018315018305  |  -0.1916666666666667  |  -0.13095238095238093  |          0.5          |  0.13095238095238104   |  -0.1071428571428571  |  -0.08333333333333337  |  0.1658536585365854  |   0.2878048780487805  |  -0.07804878048780495 |  0.04390243902439028  | 0.46341463414634143  |  -0.07804878048780495 |  -0.13095238095238093 |   0.1071428571428571  |  -0.08333333333333337 |   0.1071428571428571  |         0.5          |   0.1785714285714286  |  0.13095238095238104  |   0.1785714285714286  |         0.5          |  0.5714285714285714  |  -0.13095238095238093 | 0.45238095238095244  |  -0.13095238095238093 | -0.40476190476190466 |  -0.13095238095238093 |   0.1071428571428571  |   0.1071428571428571  |  0.8333333333333334  |   0.1071428571428571  |  -0.1071428571428571  |  -0.3571428571428571  |   0.2833333333333333   |   0.4418604651162791   |   0.8837209302325582  |  0.23902439024390243  |  -0.08333333333333337  |  0.015503875968992165  |  0.015503875968992165  |  -0.1937984496124031  |  -0.1782945736434109  |  0.015503875968992165  |  0.015503875968992165  |  0.015503875968992165  |  -0.1937984496124031   |  -0.5271317829457365   |  -0.21705426356589153  |  -0.5271317829457365   |  0.015503875968992165  |  -0.21705426356589153  |   0.813953488372093    |   0.4418604651162791  |  0.015503875968992165  |  -0.21705426356589153  |  0.23902439024390243  |  -0.1937984496124031  |  -0.21705426356589153 |  -0.1705426356589148  |  -0.21705426356589153 |  -0.13178294573643407 |  -0.13178294573643407 |  -0.2480620155038759   |   0.6046511627906976  |  0.5581395348837209  |  -0.1705426356589148  |   0.5581395348837209  |  -0.1472868217054264  |  0.015503875968992165  |  0.5348837209302326  |  -0.21705426356589153 |   0.8837209302325582  |  0.015503875968992165  |  0.5581395348837209  |  0.015503875968992165  |  -0.21705426356589153 |  0.6511627906976745  |  -0.2480620155038759  |  0.06201550387596899  |  0.03875968992248058   |  0.015503875968992165  |  -0.21705426356589153 |  -0.21705426356589153 |  0.03875968992248058   |  -0.21705426356589153 |  -0.2480620155038759  |  -0.12403100775193798 |  0.6046511627906976  |  0.5581395348837209  |   0.0852713178294574  |  0.6976744186046512  |  -0.1937984496124031  |  -0.1705426356589148  |  -0.1937984496124031  |  -0.21705426356589153 |
|   Example and Counter Example    |          0.8           |          0.75          |          1.0           |          1.0           |          0.6           |          -1.5          |  -0.3333333333333333   |          -1.0         |   0.6666666666666666   |          1.0          |   0.6666666666666666   |   0.6666666666666666  |   0.6666666666666666   |         0.75         |          0.75         |          0.75         |          0.75         |         1.0          |          0.75         |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |         1.0          |         1.0          |   0.6666666666666666  |         1.0          |   0.6666666666666666  |         0.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |          0.0          |          0.8           |          1.0           |          1.0          |          0.75         |   0.6666666666666666   |          0.5           |          0.5           |          0.5          |          -1.0         |          0.5           |          0.5           |          0.5           |          0.5           |          -1.0          |          0.5           |          -1.0          |          0.5           |          0.5           |          1.0           |          1.0          |          0.5           |          0.5           |          0.75         |          0.5          |          0.5          |          0.5          |          0.5          |          -1.0         |          -1.0         |          -1.0          |          1.0          |         1.0          |          0.5          |          1.0          |          0.5          |          0.5           |         1.0          |          0.5          |          1.0          |          0.5           |         1.0          |          0.5           |          0.5          |         1.0          |          -1.0         |          0.5          |          0.5           |          0.5           |          0.5          |          0.5          |          0.5           |          0.5          |          -1.0         |          0.5          |         1.0          |         1.0          |          0.5          |         1.0          |          0.5          |          0.5          |          0.5          |          0.5          |
|         Imbalance Ratio          |   0.7499999999999999   |   0.8536585365853658   |   0.6923076923076923   |   0.8571428571428572   |   0.7187500000000001   |   0.5384615384615385   |   0.5217391304347826   |   0.6296296296296297  |   0.878048780487805    |   0.8400000000000001  |   0.8333333333333334   |   0.8750000000000001  |   0.8717948717948718   |  0.8064516129032259  |   0.7692307692307692  |   0.8536585365853658  |   0.8333333333333333  |  0.8148148148148149  |   0.8536585365853658  |   0.878048780487805   |   0.8387096774193549  |   0.8717948717948718  |   0.8387096774193549  |  0.8400000000000001  |   0.8214285714285716  |   0.8333333333333334  |   0.8214285714285716  |  0.8400000000000001  |  0.8181818181818182  |   0.878048780487805   |  0.8518518518518519  |   0.878048780487805   |  0.8571428571428571  |   0.878048780487805   |   0.8387096774193549  |   0.8387096774193549  |  0.6363636363636365  |   0.8387096774193549  |   0.8750000000000001  |   0.8500000000000001  |   0.7499999999999999   |   0.888888888888889    |         0.625         |   0.7857142857142857  |   0.8717948717948718   |   0.8709677419354839   |   0.8709677419354839   |   0.8999999999999999  |   0.7999999999999998  |   0.8709677419354839   |   0.8709677419354839   |   0.8709677419354839   |   0.8999999999999999   |   0.8749999999999999   |   0.9024390243902438   |   0.8749999999999999   |   0.8709677419354839   |   0.9024390243902438   |   0.7272727272727273   |   0.888888888888889   |   0.8709677419354839   |   0.9024390243902438   |   0.7857142857142857  |   0.8999999999999999  |   0.9024390243902438  |   0.8974358974358972  |   0.9024390243902438  |   0.782608695652174   |   0.782608695652174   |   0.8214285714285713   |   0.8500000000000001  |  0.8636363636363638  |   0.8974358974358972  |   0.8636363636363638  |   0.894736842105263   |   0.8709677419354839   |  0.8695652173913044  |   0.9024390243902438  |         0.625         |   0.8709677419354839   |  0.8636363636363638  |   0.8709677419354839   |   0.9024390243902438  |  0.8333333333333334  |   0.8214285714285713  |   0.8620689655172414  |   0.8666666666666665   |   0.8709677419354839   |   0.9024390243902438  |   0.9024390243902438  |   0.8666666666666665   |   0.9024390243902438  |   0.8214285714285713  |   0.8918918918918919  |  0.8500000000000001  |  0.8636363636363638  |   0.8571428571428571  |        0.8125        |   0.8999999999999999  |   0.8974358974358972  |   0.8999999999999999  |   0.9024390243902438  |
|  Fisher's Exact Test (p-value)   |  0.19535767692319017   |   0.8800616303144109   |  0.004381530165149972  |   0.1254710910929313   |   0.5350227222283254   |   0.9215352618642465   |   0.6204171608312278   |   0.9065986008697297  |   0.9233079020743328   |  0.07751937984496116  |   0.5262064527989705   |   0.896062750865582   |   0.8659067929037595   |  0.4238441033183197  |   0.2325581395348837  |   0.8800616303144109  |   0.6570048309178744  | 0.05889459377831474  |   0.8800616303144109  |   0.9233079020743328  |   0.5660140331525569  |   0.8659067929037595  |   0.5660140331525569  | 0.07751937984496116  |   0.4481110396176119  |   0.5262064527989705  |   0.4481110396176119  | 0.07751937984496116  | 0.044826423997303744 |   0.9233079020743328  |  0.1075466495082269  |   0.9233079020743328  |  0.9950056684131507  |   0.9233079020743328  |   0.5660140331525569  |   0.5660140331525569  | 0.002022244691607611 |   0.5660140331525569  |   0.896062750865582   |   0.9865306247510495  |  0.19535767692319017   |   0.192687747035573    | 0.0036890645586297177 |  0.30215487242787553  |   0.8659067929037595   |   0.7259552042160737   |   0.7259552042160737   |   0.9437417654808959  |   0.8833333333333333  |   0.7259552042160737   |   0.7259552042160737   |   0.7259552042160737   |   0.9437417654808959   |   0.9963109354413702   |   0.9591567852437418   |   0.9963109354413702   |   0.7259552042160737   |   0.9591567852437418   |  0.010869565217391242  |   0.192687747035573   |   0.7259552042160737   |   0.9591567852437418   |  0.30215487242787553  |   0.9437417654808959  |   0.9591567852437418  |   0.9262187088274045  |   0.9591567852437418  |   0.8484848484848485  |   0.8484848484848485  |   0.924901185770751    |  0.07509881422924902  | 0.10144927536231885  |   0.9262187088274045  |  0.10144927536231885  |   0.9067193675889328  |   0.7259552042160737   |  0.1166666666666667  |   0.9591567852437418  | 0.0036890645586297177 |   0.7259552042160737   | 0.10144927536231885  |   0.7259552042160737   |   0.9591567852437418  | 0.05375494071146236  |   0.924901185770751   |   0.6640316205533596  |   0.6953886693017128   |   0.7259552042160737   |   0.9591567852437418  |   0.9591567852437418  |   0.6953886693017128   |   0.9591567852437418  |   0.924901185770751   |   0.8853754940711462  | 0.07509881422924902  | 0.10144927536231885  |   0.6320158102766797  | 0.03689064558629784  |   0.9437417654808959  |   0.9262187088274045  |   0.9437417654808959  |   0.9591567852437418  |
|         Hyper Confidence         |   0.8046423230768098   |  0.11993836968558913   |    0.99561846983485    |   0.8745289089070687   |  0.46497727777167464   |   0.0784647381357535   |   0.3795828391687722   |  0.09340139913027035  |  0.07669209792566722   |   0.9224806201550388  |   0.4737935472010295   |  0.10393724913441804  |   0.1340932070962405   |  0.5761558966816803  |   0.7674418604651163  |  0.11993836968558913  |   0.3429951690821256  |  0.9411054062216853  |  0.11993836968558913  |  0.07669209792566722  |  0.43398596684744306  |   0.1340932070962405  |  0.43398596684744306  |  0.9224806201550388  |   0.5518889603823881  |   0.4737935472010295  |   0.5518889603823881  |  0.9224806201550388  |  0.9551735760026963  |  0.07669209792566722  |  0.8924533504917731  |  0.07669209792566722  | 0.004994331586849254 |  0.07669209792566722  |  0.43398596684744306  |  0.43398596684744306  |  0.9979777553083924  |  0.43398596684744306  |  0.10393724913441804  |  0.013469375248950533 |   0.8046423230768098   |   0.807312252964427    |   0.9963109354413703  |   0.6978451275721245  |   0.1340932070962405   |  0.27404479578392626   |  0.27404479578392626   |  0.056258234519104056 |   0.1166666666666667  |  0.27404479578392626   |  0.27404479578392626   |  0.27404479578392626   |  0.056258234519104056  | 0.0036890645586298287  |  0.040843214756258184  | 0.0036890645586298287  |  0.27404479578392626   |  0.040843214756258184  |   0.9891304347826088   |   0.807312252964427   |  0.27404479578392626   |  0.040843214756258184  |   0.6978451275721245  |  0.056258234519104056 |  0.040843214756258184 |  0.07378129117259546  |  0.040843214756258184 |   0.1515151515151515  |   0.1515151515151515  |  0.07509881422924902   |   0.924901185770751   |  0.8985507246376812  |  0.07378129117259546  |   0.8985507246376812  |  0.09328063241106721  |  0.27404479578392626   |  0.8833333333333333  |  0.040843214756258184 |   0.9963109354413703  |  0.27404479578392626   |  0.8985507246376812  |  0.27404479578392626   |  0.040843214756258184 |  0.9462450592885376  |  0.07509881422924902  |   0.3359683794466404  |  0.30461133069828716   |  0.27404479578392626   |  0.040843214756258184 |  0.040843214756258184 |  0.30461133069828716   |  0.040843214756258184 |  0.07509881422924902  |  0.11462450592885376  |  0.924901185770751   |  0.8985507246376812  |  0.36798418972332025  |  0.9631093544137022  |  0.056258234519104056 |  0.07378129117259546  |  0.056258234519104056 |  0.040843214756258184 |
|            Hyper Lift            |          1.0           |          0.8           |   1.3333333333333333   |          1.0           |   0.8333333333333334   |          0.4           |          0.6           |          0.4          |          0.75          |          1.0          |          0.75          |          0.75         |          0.75          |         0.8          |          1.0          |          0.8          |          0.8          |         1.0          |          0.8          |          0.75         |          0.75         |          0.75         |          0.75         |         1.0          |          0.75         |          0.75         |          0.75         |         1.0          |  1.3333333333333333  |          0.75         |         1.0          |          0.75         |         0.5          |          0.75         |          0.75         |          0.75         |         2.0          |          0.75         |          0.75         |          0.5          |          1.0           |          1.0           |          1.5          |          0.8          |          0.75          |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666   |   0.3333333333333333   |   0.6666666666666666   |   0.3333333333333333   |   0.6666666666666666   |   0.6666666666666666   |          1.5           |          1.0          |   0.6666666666666666   |   0.6666666666666666   |          0.8          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333   |          1.0          |         1.0          |   0.6666666666666666  |          1.0          |   0.6666666666666666  |   0.6666666666666666   |         1.0          |   0.6666666666666666  |          1.5          |   0.6666666666666666   |         1.0          |   0.6666666666666666   |   0.6666666666666666  |         1.0          |   0.3333333333333333  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |         1.0          |         1.0          |   0.6666666666666666  |         1.5          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |
|   Laplace Corrected Confidence   |          0.75          |   0.7142857142857143   |   0.8333333333333334   |   0.8333333333333334   |   0.6666666666666666   |   0.3333333333333333   |   0.4444444444444444   |         0.375         |   0.6666666666666666   |   0.8333333333333334  |   0.6666666666666666   |   0.6666666666666666  |   0.6666666666666666   |  0.7142857142857143  |   0.7142857142857143  |   0.7142857142857143  |   0.7142857142857143  |  0.8571428571428571  |   0.7142857142857143  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |  0.8333333333333334  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |  0.8333333333333334  |  0.8333333333333334  |   0.6666666666666666  |  0.8333333333333334  |   0.6666666666666666  |         0.5          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |  0.8333333333333334  |   0.6666666666666666  |   0.6666666666666666  |          0.5          |          0.75          |          0.8           |          0.8          |   0.7142857142857143  |   0.6666666666666666   |          0.6           |          0.6           |          0.6          |          0.4          |          0.6           |          0.6           |          0.6           |          0.6           |          0.4           |          0.6           |          0.4           |          0.6           |          0.6           |          0.8           |          0.8          |          0.6           |          0.6           |   0.7142857142857143  |          0.6          |          0.6          |          0.6          |          0.6          |          0.4          |          0.4          |          0.4           |          0.8          |         0.8          |          0.6          |          0.8          |          0.6          |          0.6           |         0.8          |          0.6          |          0.8          |          0.6           |         0.8          |          0.6           |          0.6          |         0.8          |          0.4          |          0.6          |          0.6           |          0.6           |          0.6          |          0.6          |          0.6           |          0.6          |          0.4          |          0.6          |         0.8          |         0.8          |          0.6          |         0.8          |          0.6          |          0.6          |          0.6          |          0.6          |
|            Importance            |  0.47712125471966244   |   0.3979400086720376   |   0.6989700043360187   |   0.6989700043360187   |  0.30102999566398114   |  -0.30102999566398114  |  -0.09691001300805645  |  -0.22184874961635637 |  0.30102999566398114   |   0.6989700043360187  |  0.30102999566398114   |  0.30102999566398114  |  0.30102999566398114   |  0.3979400086720376  |   0.3979400086720376  |   0.3979400086720376  |   0.3979400086720376  |  0.7781512503836435  |   0.3979400086720376  |  0.30102999566398114  |  0.30102999566398114  |  0.30102999566398114  |  0.30102999566398114  |  0.6989700043360187  |  0.30102999566398114  |  0.30102999566398114  |  0.30102999566398114  |  0.6989700043360187  |  0.6989700043360187  |  0.30102999566398114  |  0.6989700043360187  |  0.30102999566398114  |         0.0          |  0.30102999566398114  |  0.30102999566398114  |  0.30102999566398114  |  0.6989700043360187  |  0.30102999566398114  |  0.30102999566398114  |          0.0          |  0.47712125471966244   |   0.6020599913279623   |   0.6020599913279623  |   0.3979400086720376  |  0.30102999566398114   |  0.17609125905568115   |  0.17609125905568115   |  0.17609125905568115  |  -0.17609125905568118 |  0.17609125905568115   |  0.17609125905568115   |  0.17609125905568115   |  0.17609125905568115   |  -0.17609125905568118  |  0.17609125905568115   |  -0.17609125905568118  |  0.17609125905568115   |  0.17609125905568115   |   0.6020599913279623   |   0.6020599913279623  |  0.17609125905568115   |  0.17609125905568115   |   0.3979400086720376  |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115  |  -0.17609125905568118 |  -0.17609125905568118 |  -0.17609125905568118  |   0.6020599913279623  |  0.6020599913279623  |  0.17609125905568115  |   0.6020599913279623  |  0.17609125905568115  |  0.17609125905568115   |  0.6020599913279623  |  0.17609125905568115  |   0.6020599913279623  |  0.17609125905568115   |  0.6020599913279623  |  0.17609125905568115   |  0.17609125905568115  |  0.6020599913279623  |  -0.17609125905568118 |  0.17609125905568115  |  0.17609125905568115   |  0.17609125905568115   |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115   |  0.17609125905568115  |  -0.17609125905568118 |  0.17609125905568115  |  0.6020599913279623  |  0.6020599913279623  |  0.17609125905568115  |  0.6020599913279623  |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115  |  0.17609125905568115  |
|       Jaccard Coefficient        |  0.17857142857142855   |   0.0975609756097561   |   0.3076923076923077   |  0.14285714285714285   |        0.15625         |  0.07692307692307691   |  0.13043478260869562   |  0.07407407407407407  |  0.07317073170731707   |          0.16         |  0.09999999999999998   |         0.075         |  0.07692307692307691   |  0.1290322580645161  |  0.15384615384615383  |   0.0975609756097561  |  0.11111111111111109  | 0.18518518518518517  |   0.0975609756097561  |  0.07317073170731707  |   0.0967741935483871  |  0.07692307692307691  |   0.0967741935483871  |         0.16         |  0.10714285714285711  |  0.09999999999999998  |  0.10714285714285711  |         0.16         |  0.1818181818181818  |  0.07317073170731707  |  0.1481481481481481  |  0.07317073170731707  | 0.047619047619047616 |  0.07317073170731707  |   0.0967741935483871  |   0.0967741935483871  |  0.3636363636363636  |   0.0967741935483871  |         0.075         |  0.049999999999999996 |  0.17857142857142855   |  0.11111111111111109   |         0.375         |  0.14285714285714285  |  0.07692307692307691   |  0.06451612903225806   |  0.06451612903225806   |          0.05         |          0.04         |  0.06451612903225806   |  0.06451612903225806   |  0.06451612903225806   |          0.05          |         0.025          |  0.04878048780487805   |         0.025          |  0.06451612903225806   |  0.04878048780487805   |   0.2727272727272727   |  0.11111111111111109  |  0.06451612903225806   |  0.04878048780487805   |  0.14285714285714285  |          0.05         |  0.04878048780487805  |  0.05128205128205128  |  0.04878048780487805  |  0.043478260869565216 |  0.043478260869565216 |  0.03571428571428572   |          0.15         | 0.13636363636363638  |  0.05128205128205128  |  0.13636363636363638  |  0.05263157894736842  |  0.06451612903225806   | 0.13043478260869568  |  0.04878048780487805  |         0.375         |  0.06451612903225806   | 0.13636363636363638  |  0.06451612903225806   |  0.04878048780487805  | 0.16666666666666666  |  0.03571428571428572  |  0.06896551724137931  |  0.06666666666666667   |  0.06451612903225806   |  0.04878048780487805  |  0.04878048780487805  |  0.06666666666666667   |  0.04878048780487805  |  0.03571428571428572  |  0.05405405405405405  |         0.15         | 0.13636363636363638  |  0.07142857142857142  |        0.1875        |          0.05         |  0.05128205128205128  |          0.05         |  0.04878048780487805  |
|            J-Measure             |  0.007976458428693715  | 0.0008866931813941901  |  0.04772299820649889   |  0.01874780872516129   | 0.0005800503428068505  |  0.004051954822853273  | 3.274807929611609e-05  |  0.003208096267866026 | 0.0019526935044761572  |  0.02302763678343795  | 0.0012285263151802588  |  0.001214418793036512 | 0.0006894423637186973  | 0.00249074131532721  | 0.0068086907090773125 | 0.0008866931813941901 | 0.0002068312930499634 | 0.025151529078542033 | 0.0008866931813941901 | 0.0019526935044761572 | 0.0008406821469243886 | 0.0006894423637186973 | 0.0008406821469243886 | 0.02302763678343795  | 0.0022023963509487637 | 0.0012285263151802588 | 0.0022023963509487637 | 0.02302763678343795  | 0.027855230509510245 | 0.0019526935044761572 | 0.020121223262833627 | 0.0019526935044761572 | 0.014923670883633899 | 0.0019526935044761572 | 0.0008406821469243886 | 0.0008406821469243886 | 0.05403175187159556  | 0.0008406821469243886 |  0.001214418793036512 |  0.010460090801149215 |  0.007976458428693715  |  0.01509091744712522   |  0.04954355508845416  | 0.0048471835750184275 | 0.0006894423637186973  | 1.3200654748859618e-05 | 1.3200654748859618e-05 |  0.002863966698835696 |  0.001604048133933013 | 1.3200654748859618e-05 | 1.3200654748859618e-05 | 1.3200654748859618e-05 |  0.002863966698835696  |  0.016804481556804342  |  0.003841271503785405  |  0.016804481556804342  | 1.3200654748859618e-05 |  0.003841271503785405  |  0.04052381390369667   |  0.01509091744712522  | 1.3200654748859618e-05 |  0.003841271503785405  | 0.0048471835750184275 |  0.002863966698835696 |  0.003841271503785405 |  0.002093750912785507 |  0.003841271503785405 | 0.0008884871768631026 | 0.0008884871768631026 | 0.0030855735416286233  |  0.023590945827234318 | 0.020891422882132683 |  0.002093750912785507 |  0.020891422882132683 | 0.0014852992313126611 | 1.3200654748859618e-05 | 0.019632391021563986 |  0.003841271503785405 |  0.04954355508845416  | 1.3200654748859618e-05 | 0.020891422882132683 | 1.3200654748859618e-05 |  0.003841271503785405 | 0.026575129994234864 | 0.0030855735416286233 |  0.000203938139694624 | 8.097402255458823e-05  | 1.3200654748859618e-05 |  0.003841271503785405 |  0.003841271503785405 | 8.097402255458823e-05  |  0.003841271503785405 | 0.0030855735416286233 | 0.0010079287104157101 | 0.023590945827234318 | 0.020891422882132683 |  0.000380186803106385 | 0.029911164066890168 |  0.002863966698835696 |  0.002093750912785507 |  0.002863966698835696 |  0.003841271503785405 |
|              Kappa               |  0.11390284757118935   | -0.019161676646706628  |   0.3893805309734511   |  0.11538461538461543   |  0.031201248049922015  |  -0.11066398390342037  |  0.01075268817204311   |  -0.08695652173913038 |  -0.0258215962441315   |  0.14814814814814803  |  0.03421461897356139   | -0.021608643457383003 |  -0.01719901719901718  | 0.05190839694656493  |  0.10442477876106189  | -0.019161676646706628 |  0.012080536912751752 |  0.1580698835274543  | -0.019161676646706628 |  -0.0258215962441315  |  0.027190332326283984 |  -0.01719901719901718 |  0.027190332326283984 | 0.14814814814814803  |  0.04958677685950422  |  0.03421461897356139  |  0.04958677685950422  | 0.14814814814814803  | 0.18823529411764722  |  -0.0258215962441315  | 0.12561983471074384  |  -0.0258215962441315  |  -0.07981220657277   |  -0.0258215962441315  |  0.027190332326283984 |  0.027190332326283984 |  0.4651162790697673  |  0.027190332326283984 | -0.021608643457383003 |  -0.07371007371007372 |  0.11390284757118935   |   0.0935960591133006   |   0.4978165938864626  |  0.08153078202995018  |  -0.01719901719901718  |  0.002989536621823558  |  0.002989536621823558  |  -0.02944640753828037 | -0.043478260869565306 |  0.002989536621823558  |  0.002989536621823558  |  0.002989536621823558  |  -0.02944640753828037  |  -0.08202653799758744  |  -0.0322209436133487   |  -0.08202653799758744  |  0.002989536621823558  |  -0.0322209436133487   |   0.3633217993079584   |   0.0935960591133006  |  0.002989536621823558  |  -0.0322209436133487   |  0.08153078202995018  |  -0.02944640753828037 |  -0.0322209436133487  | -0.026537997587454735 |  -0.0322209436133487  | -0.034764826175869214 | -0.034764826175869214 |  -0.0543293718166385   |  0.16631130063965846  | 0.14145383104125733  | -0.026537997587454735 |  0.14145383104125733  |  -0.0234857849196539  |  0.002989536621823558  | 0.13043478260869548  |  -0.0322209436133487  |   0.4978165938864626  |  0.002989536621823558  | 0.14145383104125733  |  0.002989536621823558  |  -0.0322209436133487  | 0.19580419580419553  |  -0.0543293718166385  |  0.012718600953895006 | 0.0077041602465331115  |  0.002989536621823558  |  -0.0322209436133487  |  -0.0322209436133487  | 0.0077041602465331115  |  -0.0322209436133487  |  -0.0543293718166385  | -0.020278833967046828 | 0.16631130063965846  | 0.14145383104125733  |  0.018062397372742373 | 0.23136246786632372  |  -0.02944640753828037 | -0.026537997587454735 |  -0.02944640753828037 |  -0.0322209436133487  |
