names,values,assay_name
A1U3L3,626564,C2-S4-B2.5-R1-IPTG0.5
AHR_ECOLI,719,C2-S4-B2.5-R1-IPTG1.0
LCFA_ECOLI,129527,C2-S4-B2.5-R1-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",127702,C2-S4-B2.5-R1-IPTG1.0
Fatty acyl-CoA reductase,2982,C2-S4-B2.5-R1-IPTG1.0
A1U2T0,490,C2-S4-B2.5-R1-IPTG1.0
A1U3L3,665922,C2-S4-B2.5-R1-IPTG1.0
AHR_ECOLI,853,C2-S4-B2.5-R2-IPTG0.5
LCFA_ECOLI,132344,C2-S4-B2.5-R2-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",144136,C2-S4-B2.5-R2-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S4-B2.5-R2-IPTG0.5
A1U2T0,0,C2-S4-B2.5-R2-IPTG0.5
A1U3L3,700880,C2-S4-B2.5-R2-IPTG0.5
AHR_ECOLI,1055,C2-S4-B2.5-R2-IPTG1.0
LCFA_ECOLI,131082,C2-S4-B2.5-R2-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",131222,C2-S4-B2.5-R2-IPTG1.0
Fatty acyl-CoA reductase,366,C2-S4-B2.5-R2-IPTG1.0
A1U2T0,1606,C2-S4-B2.5-R2-IPTG1.0
A1U3L3,685947,C2-S4-B2.5-R2-IPTG1.0
AHR_ECOLI,491,C2-S4-B2.5-R3-IPTG0.5
LCFA_ECOLI,134998,C2-S4-B2.5-R3-IPTG0.5
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",155000,C2-S4-B2.5-R3-IPTG0.5
Fatty acyl-CoA reductase,0,C2-S4-B2.5-R3-IPTG0.5
A1U2T0,3060,C2-S4-B2.5-R3-IPTG0.5
A1U3L3,693783,C2-S4-B2.5-R3-IPTG0.5
AHR_ECOLI,0,C2-S4-B2.5-R3-IPTG1.0
LCFA_ECOLI,126337,C2-S4-B2.5-R3-IPTG1.0
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",134397,C2-S4-B2.5-R3-IPTG1.0
Fatty acyl-CoA reductase,2269,C2-S4-B2.5-R3-IPTG1.0
A1U2T0,3645,C2-S4-B2.5-R3-IPTG1.0
A1U3L3,628157,C2-S4-B2.5-R3-IPTG1.0
AHR_ECOLI,3819,C2-S5-B2.3-R1
LCFA_ECOLI,82467,C2-S5-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",157963,C2-S5-B2.3-R1
Fatty acyl-CoA reductase,0,C2-S5-B2.3-R1
A1U2T0,1052,C2-S5-B2.3-R1
A1U3L3,463422,C2-S5-B2.3-R1
AHR_ECOLI,5006,C2-S5-B2.3-R2
LCFA_ECOLI,85676,C2-S5-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",169402,C2-S5-B2.3-R2
Fatty acyl-CoA reductase,0,C2-S5-B2.3-R2
A1U2T0,3470,C2-S5-B2.3-R2
A1U3L3,498307,C2-S5-B2.3-R2
AHR_ECOLI,3696,C2-S5-B2.3-R3
LCFA_ECOLI,92348,C2-S5-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",174537,C2-S5-B2.3-R3
Fatty acyl-CoA reductase,2607,C2-S5-B2.3-R3
A1U2T0,3313,C2-S5-B2.3-R3
A1U3L3,525089,C2-S5-B2.3-R3
AHR_ECOLI,1775,C2-S7-B2.3-R1
LCFA_ECOLI,153996,C2-S7-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",126561,C2-S7-B2.3-R1
Fatty acyl-CoA reductase,873,C2-S7-B2.3-R1
A1U2T0,4193,C2-S7-B2.3-R1
A1U3L3,680036,C2-S7-B2.3-R1
AHR_ECOLI,1954,C2-S7-B2.3-R2
LCFA_ECOLI,156265,C2-S7-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",134496,C2-S7-B2.3-R2
Fatty acyl-CoA reductase,913,C2-S7-B2.3-R2
A1U2T0,3757,C2-S7-B2.3-R2
A1U3L3,762785,C2-S7-B2.3-R2
AHR_ECOLI,2749,C2-S7-B2.3-R3
LCFA_ECOLI,159436,C2-S7-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",129435,C2-S7-B2.3-R3
Fatty acyl-CoA reductase,0,C2-S7-B2.3-R3
A1U2T0,0,C2-S7-B2.3-R3
A1U3L3,748479,C2-S7-B2.3-R3
AHR_ECOLI,0,C2-S7-B2.5-R1
LCFA_ECOLI,162870,C2-S7-B2.5-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",105572,C2-S7-B2.5-R1
Fatty acyl-CoA reductase,2162,C2-S7-B2.5-R1
A1U2T0,2479,C2-S7-B2.5-R1
A1U3L3,539673,C2-S7-B2.5-R1
AHR_ECOLI,396,C2-S7-B2.5-R2
LCFA_ECOLI,155765,C2-S7-B2.5-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",106636,C2-S7-B2.5-R2
Fatty acyl-CoA reductase,0,C2-S7-B2.5-R2
A1U2T0,3274,C2-S7-B2.5-R2
A1U3L3,512817,C2-S7-B2.5-R2
AHR_ECOLI,819,C2-S7-B2.5-R3
LCFA_ECOLI,163614,C2-S7-B2.5-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",117044,C2-S7-B2.5-R3
Fatty acyl-CoA reductase,0,C2-S7-B2.5-R3
A1U2T0,2694,C2-S7-B2.5-R3
A1U3L3,580171,C2-S7-B2.5-R3
AHR_ECOLI,4451,C2-S8-B2.3-R1
LCFA_ECOLI,59017,C2-S8-B2.3-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",159594,C2-S8-B2.3-R1
Fatty acyl-CoA reductase,3173,C2-S8-B2.3-R1
A1U2T0,3755,C2-S8-B2.3-R1
A1U3L3,374118,C2-S8-B2.3-R1
AHR_ECOLI,4519,C2-S8-B2.3-R2
LCFA_ECOLI,55927,C2-S8-B2.3-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",158787,C2-S8-B2.3-R2
Fatty acyl-CoA reductase,0,C2-S8-B2.3-R2
A1U2T0,537,C2-S8-B2.3-R2
A1U3L3,354072,C2-S8-B2.3-R2
AHR_ECOLI,4199,C2-S8-B2.3-R3
LCFA_ECOLI,54802,C2-S8-B2.3-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",149067,C2-S8-B2.3-R3
Fatty acyl-CoA reductase,4400,C2-S8-B2.3-R3
A1U2T0,598,C2-S8-B2.3-R3
A1U3L3,326229,C2-S8-B2.3-R3
AHR_ECOLI,1272,C2-S9-B2.5-R1
LCFA_ECOLI,52969,C2-S9-B2.5-R1
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",182190,C2-S9-B2.5-R1
Fatty acyl-CoA reductase,1646,C2-S9-B2.5-R1
A1U2T0,0,C2-S9-B2.5-R1
A1U3L3,221240,C2-S9-B2.5-R1
AHR_ECOLI,1586,C2-S9-B2.5-R2
LCFA_ECOLI,50317,C2-S9-B2.5-R2
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",183177,C2-S9-B2.5-R2
Fatty acyl-CoA reductase,1038,C2-S9-B2.5-R2
A1U2T0,724,C2-S9-B2.5-R2
A1U3L3,252437,C2-S9-B2.5-R2
AHR_ECOLI,1544,C2-S9-B2.5-R3
LCFA_ECOLI,49690,C2-S9-B2.5-R3
"Dodecanoyl-[acyl-carrier-protein] hydrolase, chloroplastic",182669,C2-S9-B2.5-R3
Fatty acyl-CoA reductase,0,C2-S9-B2.5-R3
A1U2T0,0,C2-S9-B2.5-R3
A1U3L3,226973,C2-S9-B2.5-R3
