names,values,assay_name
dodecan-1-ol,0.66226,C1-S11-B2.5-R2-IPTG0.5
hexadecan-1-ol,0.05041,C1-S11-B2.5-R2-IPTG0.5
octadecan-1-ol,0.10677,C1-S11-B2.5-R2-IPTG0.5
tetradecan-1-ol,0.04097,C1-S11-B2.5-R2-IPTG0.5
dodecan-1-ol,0.64032,C1-S11-B2.5-R3-IPTG0.5
hexadecan-1-ol,0.05021,C1-S11-B2.5-R3-IPTG0.5
octadecan-1-ol,0.10504,C1-S11-B2.5-R3-IPTG0.5
tetradecan-1-ol,0.03403,C1-S11-B2.5-R3-IPTG0.5
dodecan-1-ol,0.03711,C2-S18-B2.5-R1
hexadecan-1-ol,0.18792,C2-S18-B2.5-R1
octadecan-1-ol,0.17587,C2-S18-B2.5-R1
tetradecan-1-ol,0.02855,C2-S18-B2.5-R1
dodecan-1-ol,0.01411,C2-S18-B2.5-R2
hexadecan-1-ol,0.12519,C2-S18-B2.5-R2
octadecan-1-ol,0.15155,C2-S18-B2.5-R2
tetradecan-1-ol,0.04352,C2-S18-B2.5-R2
dodecan-1-ol,0.01207,C2-S18-B2.5-R3
hexadecan-1-ol,0.18738,C2-S18-B2.5-R3
octadecan-1-ol,0.1838,C2-S18-B2.5-R3
tetradecan-1-ol,0.09889,C2-S18-B2.5-R3
dodecan-1-ol,0,C0-S9017-B2.5-R1
hexadecan-1-ol,0.77992,C0-S9017-B2.5-R1
octadecan-1-ol,0.49173,C0-S9017-B2.5-R1
tetradecan-1-ol,0.27076,C0-S9017-B2.5-R1
dodecan-1-ol,0,C0-S9017-B2.5-R2
hexadecan-1-ol,0.73237,C0-S9017-B2.5-R2
octadecan-1-ol,0.48453,C0-S9017-B2.5-R2
tetradecan-1-ol,0.26662,C0-S9017-B2.5-R2
dodecan-1-ol,0,C0-S9017-B2.5-R3
hexadecan-1-ol,0.71551,C0-S9017-B2.5-R3
octadecan-1-ol,0.4686,C0-S9017-B2.5-R3
tetradecan-1-ol,0.2617,C0-S9017-B2.5-R3
