+----------------------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+----------------------+----------------------+----------------------+----------------------+----------------------+------------------------+-----------------------+------------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+------------------------+------------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+-----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|              Metric              |           P1          |           P2           |           P3           |           P4           |           P5          |           P6           |           P7           |           P8          |           P9          |          P10          |          P11           |          P12           |         P13          |         P14          |         P15          |         P16          |         P17          |          P18           |          P19          |          P20           |         P21          |         P22          |         P23          |         P24          |         P25          |         P26          |         P27          |         P28          |         P29          |         P30          |         P31          |          P32           |          P33           |          P34          |         P35          |         P36          |         P37          |          P38          |          P39           |          P40           |          P41           |          P42          |          P43           |          P44          |          P45           |          P46          |          P47           |          P48          |          P49           |          P50           |          P51          |          P52           |          P53           |          P54           |          P55           |          P56          |         P57          |          P58          |          P59          |          P60          |          P61          |          P62          |          P63          |          P64          |          P65          |          P66          |          P67          |          P68          |          P69          |          P70          |         P71          |          P72          |          P73          |          P74          |         P75          |         P76          |          P77          |         P78          |         P79          |         P80          |          P81          |          P82          |         P83          |          P84          |          P85          |         P86          |         P87          |         P88          |         P89          |         P90          |          P91          |         P92          |         P93          |         P94          |         P95          |         P96          |
|        Piatetsky-Shapiro         |  0.06427221172022685  |  0.06805293005671077   |  0.024574669187145556  |  0.06427221172022685   |  0.017013232514177693 |  0.006616257088846882  |   0.0500945179584121   |  0.02835538752362949  |  0.02835538752362949  |  0.008506616257088847  |  0.02268431001890359   |  0.02835538752362949  | 0.024574669187145556 | 0.024574669187145556 | 0.024574669187145556 | 0.024574669187145556 |  0.006616257088846882 |  0.008506616257088847 |  0.006616257088846882 |  0.008506616257088847 | 0.02835538752362949  | 0.02835538752362949  | 0.02835538752362949  |  0.0500945179584121  | 0.02835538752362949  | 0.02835538752362949  | 0.020793950850661626 |  0.0500945179584121  | 0.02835538752362949  | 0.02835538752362949  | 0.02835538752362949  | 0.020793950850661626 | 0.020793950850661626 |   0.0718336483931947   | 0.020793950850661626 | 0.02268431001890359  | 0.02268431001890359  |  0.06427221172022685   |  0.03213610586011342  |   0.0500945179584121   |  0.011814744801512286  |  0.011814744801512286  |  0.010396975425330813 |  0.010396975425330813 |  0.011814744801512286  |  0.011814744801512286 |  0.027882797731568997  |  0.011814744801512286  |  0.010396975425330813  |  0.011814744801512286 |  0.011814744801512286  |  0.027882797731568997  |  0.05387523629489603  |  0.010396975425330813  |  0.010396975425330813  |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 |  0.03213610586011342  |  0.03213610586011342  |  0.026465028355387523 |  0.010396975425330813 | 0.03213610586011342  |  0.010396975425330813 |  0.010396975425330813 |  0.026465028355387523 |  0.011814744801512286 |  0.03213610586011342  |  0.010396975425330813 | 0.03213610586011342  | 0.03213610586011342  |  0.010396975425330813 | 0.03213610586011342  |  0.010396975425330813 | 0.03213610586011342  |  0.010396975425330813 |  0.010396975425330813 |  0.010396975425330813 | 0.011814744801512286 |  0.010396975425330813 |  0.010396975425330813 | 0.03213610586011342  |  0.010396975425330813 | 0.026465028355387523 | 0.03213610586011342  |  0.010396975425330813 | 0.03213610586011342  | 0.027882797731568997 |  0.010396975425330813 | 0.03213610586011342  |  0.05387523629489603  |
|          Max Confidence          |   0.6666666666666666  |          0.8           |          0.4           |   0.6666666666666666   |   0.2857142857142857  |          0.25          |          0.75          |          0.5          |          0.5          |          0.25          |          0.5           |          0.5          |         0.4          |         0.4          |         0.4          |         0.4          |          0.25         |          0.25         |          0.25         |          0.25         |         0.5          |         0.5          |         0.5          |         0.75         |         0.5          |         0.5          |         0.5          |         0.75         |         0.5          |         0.5          |         0.5          |         0.5          |         0.5          |          1.0           |         0.5          |         0.5          |         0.5          |   0.6666666666666666   |   0.6666666666666666  |          0.75          |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333   |   0.3333333333333333  |   0.6666666666666666   |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333  |   0.3333333333333333   |   0.6666666666666666   |          1.0          |   0.3333333333333333   |   0.3333333333333333   |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |  0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |  0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |  0.6666666666666666  |          1.0          |
|            Odds Ratio            |          18.0         |   37.00000000000001    |   3.8888888888888893   |          18.0          |   2.1999999999999997  |   1.6666666666666667   |          22.2          |          6.0          |          6.0          |          2.0           |   3.6666666666666665   |          6.0          |  3.8888888888888893  |  3.8888888888888893  |  3.8888888888888893  |  3.8888888888888893  |   1.6666666666666667  |          2.0          |   1.6666666666666667  |          2.0          |         6.0          |         6.0          |         6.0          |         22.2         |         6.0          |         6.0          |  3.1999999999999997  |         22.2         |         6.0          |         6.0          |         6.0          |  3.1999999999999997  |  3.1999999999999997  |          inf           |  3.1999999999999997  |  3.6666666666666665  |  3.6666666666666665  |          18.0          |   12.333333333333334  |          22.2          |   3.0833333333333335   |   3.0833333333333335   |   2.571428571428571   |   2.571428571428571   |   3.0833333333333335   |   3.0833333333333335  |   7.5555555555555545   |   3.0833333333333335   |   2.571428571428571    |   3.0833333333333335  |   3.0833333333333335   |   7.5555555555555545   |          inf          |   2.571428571428571    |   2.571428571428571    |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |   12.333333333333334  |   12.333333333333334  |   6.599999999999999   |   2.571428571428571   |  12.333333333333334  |   2.571428571428571   |   2.571428571428571   |   6.599999999999999   |   3.0833333333333335  |   12.333333333333334  |   2.571428571428571   |  12.333333333333334  |  12.333333333333334  |   2.571428571428571   |  12.333333333333334  |   2.571428571428571   |  12.333333333333334  |   2.571428571428571   |   2.571428571428571   |   2.571428571428571   |  3.0833333333333335  |   2.571428571428571   |   2.571428571428571   |  12.333333333333334  |   2.571428571428571   |  6.599999999999999   |  12.333333333333334  |   2.571428571428571   |  12.333333333333334  |  7.5555555555555545  |   2.571428571428571   |  12.333333333333334  |          inf          |
|   Phi Correlation Coefficient    |   0.5034965460952284  |   0.5768312359010808   |  0.20830016851983468   |   0.5034965460952284   |  0.12496384670929439  |  0.061949328472918994  |   0.4690449155806725   |  0.26549712202679576  |  0.26549712202679576  |  0.08404977220207885   |  0.18873664545023325   |  0.26549712202679576  | 0.20830016851983468  | 0.20830016851983468  | 0.20830016851983468  | 0.20830016851983468  |  0.061949328472918994 |  0.08404977220207885  |  0.061949328472918994 |  0.08404977220207885  | 0.26549712202679576  | 0.26549712202679576  | 0.26549712202679576  |  0.4690449155806725  | 0.26549712202679576  | 0.26549712202679576  | 0.16806139112183874  |  0.4690449155806725  | 0.26549712202679576  | 0.26549712202679576  | 0.26549712202679576  | 0.16806139112183874  | 0.16806139112183874  |   0.6725927091345493   | 0.16806139112183874  | 0.18873664545023325  | 0.18873664545023325  |   0.5034965460952284   |  0.34338179437988015  |   0.4690449155806725   |  0.13321828241786707   |  0.13321828241786707   |  0.11109410994643183  |  0.11109410994643183  |  0.13321828241786707   |  0.13321828241786707  |   0.264744405648464    |  0.13321828241786707   |  0.11109410994643183   |  0.13321828241786707  |  0.13321828241786707   |   0.264744405648464    |   0.5756694788133285  |  0.11109410994643183   |  0.11109410994643183   |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  |  0.34338179437988015  |  0.34338179437988015  |   0.2440973644507727  |  0.11109410994643183  | 0.34338179437988015  |  0.11109410994643183  |  0.11109410994643183  |   0.2440973644507727  |  0.13321828241786707  |  0.34338179437988015  |  0.11109410994643183  | 0.34338179437988015  | 0.34338179437988015  |  0.11109410994643183  | 0.34338179437988015  |  0.11109410994643183  | 0.34338179437988015  |  0.11109410994643183  |  0.11109410994643183  |  0.11109410994643183  | 0.13321828241786707  |  0.11109410994643183  |  0.11109410994643183  | 0.34338179437988015  |  0.11109410994643183  |  0.2440973644507727  | 0.34338179437988015  |  0.11109410994643183  | 0.34338179437988015  |  0.264744405648464   |  0.11109410994643183  | 0.34338179437988015  |   0.5756694788133285  |
|          Ralambondrainy          |  0.043478260869565216 |  0.021739130434782608  |  0.06521739130434782   |  0.043478260869565216  |  0.10869565217391304  |  0.06521739130434782   |  0.021739130434782608  |  0.043478260869565216 |  0.043478260869565216 |  0.06521739130434782   |  0.043478260869565216  |  0.043478260869565216 | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |          0.0           | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216  |  0.021739130434782608 |  0.021739130434782608  |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608  |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.043478260869565216  |  0.021739130434782608  |          0.0          |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 | 0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 | 0.021739130434782608 |  0.043478260869565216 | 0.021739130434782608 |          0.0          |
| Relative Linkage Disequilibrium  |   0.9996804090763822  |   0.9998490566037735   |   0.9987473903966596   |   0.9996804090763822   |   0.9969897652016857  |   0.9953632148377125   |   0.9997949559155218   |   0.999275887038378   |   0.999275887038378   |   0.996389891696751    |   0.9990950226244344   |   0.999275887038378   |  0.9987473903966596  |  0.9987473903966596  |  0.9987473903966596  |  0.9987473903966596  |   0.9953632148377125  |   0.996389891696751   |   0.9953632148377125  |   0.996389891696751   |  0.999275887038378   |  0.999275887038378   |  0.999275887038378   |  0.9997949559155218  |  0.999275887038378   |  0.999275887038378   |  0.9990128331688056  |  0.9997949559155218  |  0.999275887038378   |  0.999275887038378   |  0.999275887038378   |  0.9990128331688056  |  0.9990128331688056  |          1.0           |  0.9990128331688056  |  0.9990950226244344  |  0.9990950226244344  |   0.9996804090763822   |   0.9996804090763822  |   0.9997949559155218   |   0.9982638888888888   |   0.9982638888888888   |   0.9980276134122288  |   0.9980276134122288  |   0.9982638888888888   |   0.9982638888888888  |   0.9996316758747699   |   0.9982638888888888   |   0.9980276134122288   |   0.9982638888888888  |   0.9982638888888888   |   0.9996316758747699   |          1.0          |   0.9980276134122288   |   0.9980276134122288   |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |   0.9996804090763822  |   0.9996804090763822  |   0.9996119518820334  |   0.9980276134122288  |  0.9996804090763822  |   0.9980276134122288  |   0.9980276134122288  |   0.9996119518820334  |   0.9982638888888888  |   0.9996804090763822  |   0.9980276134122288  |  0.9996804090763822  |  0.9996804090763822  |   0.9980276134122288  |  0.9996804090763822  |   0.9980276134122288  |  0.9996804090763822  |   0.9980276134122288  |   0.9980276134122288  |   0.9980276134122288  |  0.9982638888888888  |   0.9980276134122288  |   0.9980276134122288  |  0.9996804090763822  |   0.9980276134122288  |  0.9996119518820334  |  0.9996804090763822  |   0.9980276134122288  |  0.9996804090763822  |  0.9996316758747699  |   0.9980276134122288  |  0.9996804090763822  |          1.0          |
|          Relative Risk           |   6.666666666666666   |          8.2           |   2.733333333333334    |   6.666666666666666    |   1.857142857142857   |          1.5           |   6.300000000000001    |          3.5          |          3.5          |          1.75          |   2.3333333333333335   |          3.5          |  2.733333333333334   |  2.733333333333334   |  2.733333333333334   |  2.733333333333334   |          1.5          |          1.75         |          1.5          |          1.75         |         3.5          |         3.5          |         3.5          |  6.300000000000001   |         3.5          |         3.5          |         2.1          |  6.300000000000001   |         3.5          |         3.5          |         3.5          |         2.1          |         2.1          |          10.5          |         2.1          |  2.3333333333333335  |  2.3333333333333335  |   6.666666666666666    |   4.777777777777778   |   6.300000000000001    |   2.388888888888889    |   2.388888888888889    |   2.0476190476190474  |   2.0476190476190474  |   2.388888888888889    |   2.388888888888889   |   3.1851851851851847   |   2.388888888888889    |   2.0476190476190474   |   2.388888888888889   |   2.388888888888889    |   3.1851851851851847   |   8.600000000000001   |   2.0476190476190474   |   2.0476190476190474   |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |   4.777777777777778   |   4.777777777777778   |   2.8666666666666667  |   2.0476190476190474  |  4.777777777777778   |   2.0476190476190474  |   2.0476190476190474  |   2.8666666666666667  |   2.388888888888889   |   4.777777777777778   |   2.0476190476190474  |  4.777777777777778   |  4.777777777777778   |   2.0476190476190474  |  4.777777777777778   |   2.0476190476190474  |  4.777777777777778   |   2.0476190476190474  |   2.0476190476190474  |   2.0476190476190474  |  2.388888888888889   |   2.0476190476190474  |   2.0476190476190474  |  4.777777777777778   |   2.0476190476190474  |  2.8666666666666667  |  4.777777777777778   |   2.0476190476190474  |  4.777777777777778   |  3.1851851851851847  |   2.0476190476190474  |  4.777777777777778   |   8.600000000000001   |
|        Rule Power Factor         |  0.05797101449275362  |  0.06956521739130435   |  0.017391304347826087  |  0.05797101449275362   |  0.012422360248447202 |  0.005434782608695652  |  0.04891304347826087   |  0.021739130434782608 |  0.021739130434782608 |  0.005434782608695652  |  0.021739130434782608  |  0.021739130434782608 | 0.017391304347826087 | 0.017391304347826087 | 0.017391304347826087 | 0.017391304347826087 |  0.005434782608695652 |  0.005434782608695652 |  0.005434782608695652 |  0.005434782608695652 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.04891304347826087  | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.04891304347826087  | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |  0.08695652173913043   | 0.021739130434782608 | 0.021739130434782608 | 0.021739130434782608 |  0.05797101449275362   |  0.02898550724637681  |  0.04891304347826087   |  0.007246376811594202  |  0.007246376811594202  |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202  |  0.007246376811594202 |  0.02898550724637681   |  0.007246376811594202  |  0.007246376811594202  |  0.007246376811594202 |  0.007246376811594202  |  0.02898550724637681   |  0.06521739130434782  |  0.007246376811594202  |  0.007246376811594202  |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 |  0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 | 0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202 | 0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  | 0.02898550724637681  |  0.007246376811594202 | 0.02898550724637681  |  0.06521739130434782  |
|         Sebag-Schoenauer         |          2.0          |          4.0           |   0.6666666666666666   |          2.0           |          0.4          |   0.3333333333333333   |          3.0           |          1.0          |          1.0          |   0.3333333333333333   |          1.0           |          1.0          |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |  0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333  |         1.0          |         1.0          |         1.0          |         3.0          |         1.0          |         1.0          |         1.0          |         3.0          |         1.0          |         1.0          |         1.0          |         1.0          |         1.0          |          inf           |         1.0          |         1.0          |         1.0          |          2.0           |          2.0          |          3.0           |          0.5           |          0.5           |          0.5          |          0.5          |          0.5           |          0.5          |          2.0           |          0.5           |          0.5           |          0.5          |          0.5           |          2.0           |          inf          |          0.5           |          0.5           |          0.5          |          0.5          |          0.5          |          0.5          |          0.5          |          0.5          |          0.5          |          0.5          |          2.0          |          2.0          |          2.0          |          0.5          |         2.0          |          0.5          |          0.5          |          2.0          |          0.5          |          2.0          |          0.5          |         2.0          |         2.0          |          0.5          |         2.0          |          0.5          |         2.0          |          0.5          |          0.5          |          0.5          |         0.5          |          0.5          |          0.5          |         2.0          |          0.5          |         2.0          |         2.0          |          0.5          |         2.0          |         2.0          |          0.5          |         2.0          |          inf          |
|              Yule Q              |   0.8947368421052633  |   0.9473684210526314   |   0.590909090909091    |   0.8947368421052633   |  0.37499999999999994  |          0.25          |   0.9137931034482758   |   0.7142857142857143  |   0.7142857142857143  |   0.3333333333333333   |   0.5714285714285713   |   0.7142857142857143  |  0.590909090909091   |  0.590909090909091   |  0.590909090909091   |  0.590909090909091   |          0.25         |   0.3333333333333333  |          0.25         |   0.3333333333333333  |  0.7142857142857143  |  0.7142857142857143  |  0.7142857142857143  |  0.9137931034482758  |  0.7142857142857143  |  0.7142857142857143  |  0.5238095238095237  |  0.9137931034482758  |  0.7142857142857143  |  0.7142857142857143  |  0.7142857142857143  |  0.5238095238095237  |  0.5238095238095237  |          1.0           |  0.5238095238095237  |  0.5714285714285713  |  0.5714285714285713  |   0.8947368421052633   |   0.8500000000000001  |   0.9137931034482758   |   0.5102040816326532   |   0.5102040816326532   |  0.43999999999999995  |  0.43999999999999995  |   0.5102040816326532   |   0.5102040816326532  |   0.7662337662337663   |   0.5102040816326532   |  0.43999999999999995   |   0.5102040816326532  |   0.5102040816326532   |   0.7662337662337663   |          1.0          |  0.43999999999999995   |  0.43999999999999995   |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |   0.8500000000000001  |   0.8500000000000001  |   0.7368421052631579  |  0.43999999999999995  |  0.8500000000000001  |  0.43999999999999995  |  0.43999999999999995  |   0.7368421052631579  |   0.5102040816326532  |   0.8500000000000001  |  0.43999999999999995  |  0.8500000000000001  |  0.8500000000000001  |  0.43999999999999995  |  0.8500000000000001  |  0.43999999999999995  |  0.8500000000000001  |  0.43999999999999995  |  0.43999999999999995  |  0.43999999999999995  |  0.5102040816326532  |  0.43999999999999995  |  0.43999999999999995  |  0.8500000000000001  |  0.43999999999999995  |  0.7368421052631579  |  0.8500000000000001  |  0.43999999999999995  |  0.8500000000000001  |  0.7662337662337663  |  0.43999999999999995  |  0.8500000000000001  |          1.0          |
|              Yule Y              |   0.6185128603389075  |   0.7176243038723212   |   0.3270585115923963   |   0.6185128603389075   |  0.19460050430144574  |  0.12701665379258312   |   0.6498407928532172   |   0.4202041028867288  |   0.4202041028867288  |  0.17157287525380985   |   0.3138593383654928   |   0.4202041028867288  |  0.3270585115923963  |  0.3270585115923963  |  0.3270585115923963  |  0.3270585115923963  |  0.12701665379258312  |  0.17157287525380985  |  0.12701665379258312  |  0.17157287525380985  |  0.4202041028867288  |  0.4202041028867288  |  0.4202041028867288  |  0.6498407928532172  |  0.4202041028867288  |  0.4202041028867288  |  0.2828596527274257  |  0.6498407928532172  |  0.4202041028867288  |  0.4202041028867288  |  0.4202041028867288  |  0.2828596527274257  |  0.2828596527274257  |          1.0           |  0.2828596527274257  |  0.3138593383654928  |  0.3138593383654928  |   0.6185128603389075   |   0.5567262498321919  |   0.6498407928532172   |   0.2742953995435618   |   0.2742953995435618   |  0.23182324357785014  |  0.23182324357785014  |   0.2742953995435618   |   0.2742953995435618  |   0.4664869913997979   |   0.2742953995435618   |  0.23182324357785014   |   0.2742953995435618  |   0.2742953995435618   |   0.4664869913997979   |          1.0          |  0.23182324357785014   |  0.23182324357785014   |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |   0.5567262498321919  |   0.5567262498321919  |   0.4396262443810622  |  0.23182324357785014  |  0.5567262498321919  |  0.23182324357785014  |  0.23182324357785014  |   0.4396262443810622  |   0.2742953995435618  |   0.5567262498321919  |  0.23182324357785014  |  0.5567262498321919  |  0.5567262498321919  |  0.23182324357785014  |  0.5567262498321919  |  0.23182324357785014  |  0.5567262498321919  |  0.23182324357785014  |  0.23182324357785014  |  0.23182324357785014  |  0.2742953995435618  |  0.23182324357785014  |  0.23182324357785014  |  0.5567262498321919  |  0.23182324357785014  |  0.4396262443810622  |  0.5567262498321919  |  0.23182324357785014  |  0.5567262498321919  |  0.4664869913997979  |  0.23182324357785014  |  0.5567262498321919  |          1.0          |
|         Weighted Support         |  0.13043478260869565  |  0.10869565217391304   |  0.10869565217391304   |  0.13043478260869565   |  0.15217391304347827  |  0.08695652173913043   |  0.08695652173913043   |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043   |  0.08695652173913043   |  0.08695652173913043  | 0.10869565217391304  | 0.10869565217391304  | 0.10869565217391304  | 0.10869565217391304  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043   | 0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  |  0.13043478260869565   |  0.06521739130434782  |  0.08695652173913043   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |
|      Weighted Rule Support       |  0.08695652173913043  |  0.08695652173913043   |  0.043478260869565216  |  0.08695652173913043   |  0.043478260869565216 |  0.021739130434782608  |  0.06521739130434782   |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608  |  0.043478260869565216  |  0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.06521739130434782  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.06521739130434782  | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.08695652173913043   | 0.043478260869565216 | 0.043478260869565216 | 0.043478260869565216 |  0.08695652173913043   |  0.043478260869565216 |  0.06521739130434782   |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216  |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608  |  0.043478260869565216  |  0.06521739130434782  |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 | 0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 | 0.043478260869565216 |  0.021739130434782608 | 0.043478260869565216 |  0.06521739130434782  |
